instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,total,time_of_day
10908,2012-04-04,Summer,1,Apr,15,0,Wed,1,Misty/Cloudy,0.64,0.6212,0.44,0.2836,86,182,268,Afternoon
10909,2012-04-04,Summer,1,Apr,16,0,Wed,1,Misty/Cloudy,0.64,0.6212,0.44,0.2836,86,304,390,Night
10910,2012-04-04,Summer,1,Apr,17,0,Wed,1,Clear/Partly Cloudy,0.66,0.6212,0.41,0.2985,99,645,744,Night
10911,2012-04-04,Summer,1,Apr,18,0,Wed,1,Clear/Partly Cloudy,0.66,0.6212,0.41,0.2537,113,646,759,Night
10912,2012-04-04,Summer,1,Apr,19,0,Wed,1,Clear/Partly Cloudy,0.66,0.6212,0.39,0.2239,75,419,494,Night
10913,2012-04-04,Summer,1,Apr,20,0,Wed,1,Clear/Partly Cloudy,0.64,0.6212,0.27,0.2239,39,333,372,Night
10914,2012-04-04,Summer,1,Apr,21,0,Wed,1,Clear/Partly Cloudy,0.6,0.6061,0.23,0.3284,43,255,298,Night
10915,2012-04-04,Summer,1,Apr,22,0,Wed,1,Clear/Partly Cloudy,0.56,0.5303,0.22,0.1642,30,151,181,Night
10916,2012-04-04,Summer,1,Apr,23,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.23,0.4179,19,112,131,Night
10917,2012-04-05,Summer,1,Apr,0,0,Thu,1,Clear/Partly Cloudy,0.52,0.5,0.23,0.4179,12,33,45,Morning
10918,2012-04-05,Summer,1,Apr,1,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.27,0.3284,4,9,13,Morning
10919,2012-04-05,Summer,1,Apr,2,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.33,0.4478,7,11,18,Morning
10920,2012-04-05,Summer,1,Apr,3,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.41,0.2985,0,5,5,Morning
10921,2012-04-05,Summer,1,Apr,4,0,Thu,1,Clear/Partly Cloudy,0.38,0.3939,0.43,0.2836,0,1,1,Morning
10922,2012-04-05,Summer,1,Apr,5,0,Thu,1,Clear/Partly Cloudy,0.38,0.3939,0.43,0.2836,1,28,29,Morning
10923,2012-04-05,Summer,1,Apr,6,0,Thu,1,Clear/Partly Cloudy,0.36,0.3333,0.46,0.3284,8,118,126,Morning
10924,2012-04-05,Summer,1,Apr,7,0,Thu,1,Clear/Partly Cloudy,0.34,0.3333,0.49,0.194,15,339,354,Morning
10925,2012-04-05,Summer,1,Apr,8,0,Thu,1,Clear/Partly Cloudy,0.36,0.3485,0.46,0.2239,28,610,638,Afternoon
10926,2012-04-05,Summer,1,Apr,9,0,Thu,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.2537,61,290,351,Afternoon
10927,2012-04-05,Summer,1,Apr,10,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.2836,88,158,246,Afternoon
10928,2012-04-05,Summer,1,Apr,11,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.38,0.2239,109,159,268,Afternoon
10929,2012-04-05,Summer,1,Apr,12,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.33,0.0,66,210,276,Afternoon
10930,2012-04-05,Summer,1,Apr,13,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.31,0.0,89,202,291,Afternoon
10931,2012-04-05,Summer,1,Apr,14,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.33,0.1642,143,144,287,Afternoon
10932,2012-04-05,Summer,1,Apr,15,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.1045,98,171,269,Afternoon
10933,2012-04-05,Summer,1,Apr,16,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.194,84,318,402,Night
10934,2012-04-05,Summer,1,Apr,17,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.1642,145,677,822,Night
10935,2012-04-05,Summer,1,Apr,18,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.1045,80,618,698,Night
10936,2012-04-05,Summer,1,Apr,19,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.31,0.2537,64,423,487,Night
10937,2012-04-05,Summer,1,Apr,20,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.41,0.194,33,279,312,Night
10938,2012-04-05,Summer,1,Apr,21,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.47,0.194,25,209,234,Night
10939,2012-04-05,Summer,1,Apr,22,0,Thu,1,Clear/Partly Cloudy,0.4,0.4091,0.47,0.194,20,129,149,Night
10940,2012-04-05,Summer,1,Apr,23,0,Thu,1,Clear/Partly Cloudy,0.4,0.4091,0.5,0.1343,12,124,136,Night
10941,2012-04-06,Summer,1,Apr,0,0,Fri,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.0,12,49,61,Morning
10942,2012-04-06,Summer,1,Apr,1,0,Fri,1,Clear/Partly Cloudy,0.36,0.3485,0.62,0.1343,10,28,38,Morning
10943,2012-04-06,Summer,1,Apr,2,0,Fri,1,Clear/Partly Cloudy,0.36,0.3333,0.5,0.3881,6,5,11,Morning
10944,2012-04-06,Summer,1,Apr,3,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.53,0.3284,3,5,8,Morning
10945,2012-04-06,Summer,1,Apr,4,0,Fri,1,Clear/Partly Cloudy,0.34,0.3182,0.49,0.2537,2,3,5,Morning
10946,2012-04-06,Summer,1,Apr,5,0,Fri,1,Clear/Partly Cloudy,0.32,0.303,0.53,0.3284,0,23,23,Morning
10947,2012-04-06,Summer,1,Apr,6,0,Fri,1,Clear/Partly Cloudy,0.3,0.2727,0.49,0.3881,0,80,80,Morning
10948,2012-04-06,Summer,1,Apr,7,0,Fri,1,Clear/Partly Cloudy,0.3,0.2879,0.49,0.2836,15,231,246,Morning
10949,2012-04-06,Summer,1,Apr,8,0,Fri,1,Clear/Partly Cloudy,0.3,0.2727,0.49,0.3284,19,489,508,Afternoon
10950,2012-04-06,Summer,1,Apr,9,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.42,0.3284,58,318,376,Afternoon
10951,2012-04-06,Summer,1,Apr,10,0,Fri,1,Clear/Partly Cloudy,0.36,0.3333,0.4,0.3284,81,157,238,Afternoon
10952,2012-04-06,Summer,1,Apr,11,0,Fri,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.2985,112,179,291,Afternoon
10953,2012-04-06,Summer,1,Apr,12,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.2985,113,224,337,Afternoon
10954,2012-04-06,Summer,1,Apr,13,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.33,0.3284,173,238,411,Afternoon
10955,2012-04-06,Summer,1,Apr,14,0,Fri,1,Clear/Partly Cloudy,0.48,0.4697,0.29,0.3881,240,250,490,Afternoon
10956,2012-04-06,Summer,1,Apr,15,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.27,0.2836,218,319,537,Afternoon
10957,2012-04-06,Summer,1,Apr,16,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.22,0.4179,184,352,536,Night
10958,2012-04-06,Summer,1,Apr,17,0,Fri,1,Clear/Partly Cloudy,0.52,0.5,0.23,0.4179,172,483,655,Night
10959,2012-04-06,Summer,1,Apr,18,0,Fri,1,Clear/Partly Cloudy,0.5,0.4848,0.22,0.4627,104,380,484,Night
10960,2012-04-06,Summer,1,Apr,19,0,Fri,1,Clear/Partly Cloudy,0.48,0.4697,0.23,0.2985,115,297,412,Night
10961,2012-04-06,Summer,1,Apr,20,0,Fri,1,Clear/Partly Cloudy,0.46,0.4545,0.24,0.2836,61,191,252,Night
10962,2012-04-06,Summer,1,Apr,21,0,Fri,1,Clear/Partly Cloudy,0.44,0.4394,0.26,0.1343,54,136,190,Night
10963,2012-04-06,Summer,1,Apr,22,0,Fri,1,Clear/Partly Cloudy,0.4,0.4091,0.35,0.2239,34,124,158,Night
10964,2012-04-06,Summer,1,Apr,23,0,Fri,1,Clear/Partly Cloudy,0.42,0.4242,0.3,0.2836,21,92,113,Night
10965,2012-04-07,Summer,1,Apr,0,0,Sat,0,Clear/Partly Cloudy,0.42,0.4242,0.26,0.2985,9,85,94,Morning
10966,2012-04-07,Summer,1,Apr,1,0,Sat,0,Clear/Partly Cloudy,0.4,0.4091,0.28,0.2537,9,60,69,Morning
10967,2012-04-07,Summer,1,Apr,2,0,Sat,0,Clear/Partly Cloudy,0.36,0.3333,0.29,0.3582,11,25,36,Morning
10968,2012-04-07,Summer,1,Apr,3,0,Sat,0,Clear/Partly Cloudy,0.36,0.3333,0.32,0.2537,7,21,28,Morning
10969,2012-04-07,Summer,1,Apr,4,0,Sat,0,Clear/Partly Cloudy,0.32,0.3182,0.36,0.1642,3,4,7,Morning
10970,2012-04-07,Summer,1,Apr,5,0,Sat,0,Clear/Partly Cloudy,0.32,0.3182,0.33,0.1642,0,2,2,Morning
10971,2012-04-07,Summer,1,Apr,6,0,Sat,0,Clear/Partly Cloudy,0.32,0.3182,0.36,0.194,1,18,19,Morning
10972,2012-04-07,Summer,1,Apr,7,0,Sat,0,Clear/Partly Cloudy,0.32,0.303,0.33,0.2836,14,40,54,Morning
10973,2012-04-07,Summer,1,Apr,8,0,Sat,0,Clear/Partly Cloudy,0.34,0.3182,0.34,0.2537,29,94,123,Afternoon
10974,2012-04-07,Summer,1,Apr,9,0,Sat,0,Clear/Partly Cloudy,0.4,0.4091,0.3,0.2537,103,173,276,Afternoon
10975,2012-04-07,Summer,1,Apr,10,0,Sat,0,Clear/Partly Cloudy,0.42,0.4242,0.28,0.2537,187,176,363,Afternoon
10976,2012-04-07,Summer,1,Apr,11,0,Sat,0,Clear/Partly Cloudy,0.44,0.4394,0.24,0.2985,251,244,495,Afternoon
10977,2012-04-07,Summer,1,Apr,12,0,Sat,0,Clear/Partly Cloudy,0.46,0.4545,0.23,0.3881,320,270,590,Afternoon
10978,2012-04-07,Summer,1,Apr,13,0,Sat,0,Clear/Partly Cloudy,0.5,0.4848,0.22,0.194,355,288,643,Afternoon
10979,2012-04-07,Summer,1,Apr,14,0,Sat,0,Clear/Partly Cloudy,0.5,0.4848,0.22,0.2985,326,252,578,Afternoon
10980,2012-04-07,Summer,1,Apr,15,0,Sat,0,Clear/Partly Cloudy,0.52,0.5,0.19,0.4179,321,305,626,Afternoon
10981,2012-04-07,Summer,1,Apr,16,0,Sat,0,Clear/Partly Cloudy,0.54,0.5152,0.19,0.3881,354,261,615,Night
10982,2012-04-07,Summer,1,Apr,17,0,Sat,0,Clear/Partly Cloudy,0.54,0.5152,0.19,0.4179,299,268,567,Night
10983,2012-04-07,Summer,1,Apr,18,0,Sat,0,Clear/Partly Cloudy,0.54,0.5152,0.18,0.2985,227,290,517,Night
10984,2012-04-07,Summer,1,Apr,19,0,Sat,0,Clear/Partly Cloudy,0.54,0.5152,0.16,0.3284,170,243,413,Night
10985,2012-04-07,Summer,1,Apr,20,0,Sat,0,Clear/Partly Cloudy,0.5,0.4848,0.2,0.2239,73,135,208,Night
10986,2012-04-07,Summer,1,Apr,21,0,Sat,0,Clear/Partly Cloudy,0.5,0.4848,0.2,0.194,75,159,234,Night
10987,2012-04-07,Summer,1,Apr,22,0,Sat,0,Clear/Partly Cloudy,0.48,0.4697,0.2,0.194,76,106,182,Night
10988,2012-04-07,Summer,1,Apr,23,0,Sat,0,Clear/Partly Cloudy,0.46,0.4545,0.23,0.2239,32,86,118,Night
10989,2012-04-08,Summer,1,Apr,0,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.24,0.2239,21,64,85,Morning
10990,2012-04-08,Summer,1,Apr,1,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.24,0.2239,14,50,64,Morning
10991,2012-04-08,Summer,1,Apr,2,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.24,0.2239,7,25,32,Morning
10992,2012-04-08,Summer,1,Apr,3,0,Sun,0,Clear/Partly Cloudy,0.42,0.4242,0.26,0.1343,8,18,26,Morning
10993,2012-04-08,Summer,1,Apr,4,0,Sun,0,Clear/Partly Cloudy,0.4,0.4091,0.4,0.0,0,7,7,Morning
10994,2012-04-08,Summer,1,Apr,5,0,Sun,0,Clear/Partly Cloudy,0.38,0.3939,0.46,0.0,4,8,12,Morning
10995,2012-04-08,Summer,1,Apr,6,0,Sun,0,Clear/Partly Cloudy,0.36,0.3788,0.37,0.0,7,21,28,Morning
10996,2012-04-08,Summer,1,Apr,7,0,Sun,0,Clear/Partly Cloudy,0.38,0.3939,0.27,0.1642,12,25,37,Morning
10997,2012-04-08,Summer,1,Apr,8,0,Sun,0,Clear/Partly Cloudy,0.4,0.4091,0.3,0.194,19,65,84,Afternoon
10998,2012-04-08,Summer,1,Apr,9,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.26,0.2239,71,108,179,Afternoon
10999,2012-04-08,Summer,1,Apr,10,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.25,0.2239,113,186,299,Afternoon
11000,2012-04-08,Summer,1,Apr,11,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.25,0.2836,195,209,404,Afternoon
11001,2012-04-08,Summer,1,Apr,12,0,Sun,0,Clear/Partly Cloudy,0.54,0.5152,0.24,0.2537,198,259,457,Afternoon
11002,2012-04-08,Summer,1,Apr,13,0,Sun,0,Clear/Partly Cloudy,0.58,0.5455,0.23,0.1642,229,254,483,Afternoon
11003,2012-04-08,Summer,1,Apr,14,0,Sun,0,Clear/Partly Cloudy,0.6,0.5909,0.18,0.4478,254,249,503,Afternoon
11004,2012-04-08,Summer,1,Apr,15,0,Sun,0,Clear/Partly Cloudy,0.62,0.6061,0.17,0.3582,260,226,486,Afternoon
11005,2012-04-08,Summer,1,Apr,16,0,Sun,0,Clear/Partly Cloudy,0.64,0.6061,0.19,0.3284,232,244,476,Night
11006,2012-04-08,Summer,1,Apr,17,0,Sun,0,Clear/Partly Cloudy,0.62,0.6061,0.22,0.2985,185,226,411,Night
11007,2012-04-08,Summer,1,Apr,18,0,Sun,0,Clear/Partly Cloudy,0.62,0.6061,0.25,0.3284,151,159,310,Night
11008,2012-04-08,Summer,1,Apr,19,0,Sun,0,Clear/Partly Cloudy,0.6,0.6061,0.23,0.3881,89,187,276,Night
11009,2012-04-08,Summer,1,Apr,20,0,Sun,0,Clear/Partly Cloudy,0.56,0.5303,0.28,0.4179,65,146,211,Night
11010,2012-04-08,Summer,1,Apr,21,0,Sun,0,Clear/Partly Cloudy,0.52,0.5,0.34,0.2239,53,77,130,Night
11011,2012-04-08,Summer,1,Apr,22,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.36,0.2239,33,85,118,Night
11012,2012-04-08,Summer,1,Apr,23,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.39,0.2537,10,41,51,Night
11013,2012-04-09,Summer,1,Apr,0,0,Mon,1,Clear/Partly Cloudy,0.48,0.4697,0.39,0.2836,8,29,37,Morning
11014,2012-04-09,Summer,1,Apr,1,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.1343,4,12,16,Morning
11015,2012-04-09,Summer,1,Apr,2,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.31,0.194,2,4,6,Morning
11016,2012-04-09,Summer,1,Apr,3,0,Mon,1,Clear/Partly Cloudy,0.44,0.4394,0.3,0.1642,0,3,3,Morning
11017,2012-04-09,Summer,1,Apr,4,0,Mon,1,Clear/Partly Cloudy,0.44,0.4394,0.24,0.194,2,3,5,Morning
11018,2012-04-09,Summer,1,Apr,5,0,Mon,1,Clear/Partly Cloudy,0.44,0.4394,0.24,0.194,2,30,32,Morning
11019,2012-04-09,Summer,1,Apr,6,0,Mon,1,Clear/Partly Cloudy,0.42,0.4242,0.26,0.2239,3,108,111,Morning
11020,2012-04-09,Summer,1,Apr,7,0,Mon,1,Clear/Partly Cloudy,0.42,0.4242,0.28,0.194,11,320,331,Morning
11021,2012-04-09,Summer,1,Apr,8,0,Mon,1,Clear/Partly Cloudy,0.44,0.4394,0.3,0.194,22,595,617,Afternoon
11022,2012-04-09,Summer,1,Apr,9,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.31,0.3582,50,236,286,Afternoon
11023,2012-04-09,Summer,1,Apr,10,0,Mon,1,Clear/Partly Cloudy,0.5,0.4848,0.27,0.4925,65,113,178,Afternoon
11024,2012-04-09,Summer,1,Apr,11,0,Mon,1,Clear/Partly Cloudy,0.52,0.5,0.27,0.4179,96,127,223,Afternoon
11025,2012-04-09,Summer,1,Apr,12,0,Mon,1,Clear/Partly Cloudy,0.54,0.5152,0.28,0.7164,94,186,280,Afternoon
11026,2012-04-09,Summer,1,Apr,13,0,Mon,1,Clear/Partly Cloudy,0.54,0.5152,0.28,0.5821,108,173,281,Afternoon
11027,2012-04-09,Summer,1,Apr,14,0,Mon,1,Clear/Partly Cloudy,0.56,0.5303,0.28,0.5522,66,152,218,Afternoon
11028,2012-04-09,Summer,1,Apr,15,0,Mon,1,Clear/Partly Cloudy,0.58,0.5455,0.28,0.5522,82,173,255,Afternoon
11029,2012-04-09,Summer,1,Apr,16,0,Mon,1,Clear/Partly Cloudy,0.56,0.5303,0.3,0.4179,81,310,391,Night
11030,2012-04-09,Summer,1,Apr,17,0,Mon,1,Clear/Partly Cloudy,0.54,0.5152,0.32,0.4179,67,565,632,Night
11031,2012-04-09,Summer,1,Apr,18,0,Mon,1,Clear/Partly Cloudy,0.54,0.5152,0.34,0.2985,60,586,646,Night
11032,2012-04-09,Summer,1,Apr,19,0,Mon,1,Clear/Partly Cloudy,0.52,0.5,0.34,0.3582,35,386,421,Night
11033,2012-04-09,Summer,1,Apr,20,0,Mon,1,Clear/Partly Cloudy,0.5,0.4848,0.36,0.4478,21,255,276,Night
11034,2012-04-09,Summer,1,Apr,21,0,Mon,1,Light Snow/Rain,0.48,0.4697,0.41,0.4179,14,151,165,Night
11035,2012-04-09,Summer,1,Apr,22,0,Mon,1,Misty/Cloudy,0.46,0.4545,0.41,0.4925,6,102,108,Night
11036,2012-04-09,Summer,1,Apr,23,0,Mon,1,Clear/Partly Cloudy,0.44,0.4394,0.44,0.2985,6,61,67,Night
11037,2012-04-10,Summer,1,Apr,0,0,Tue,1,Misty/Cloudy,0.44,0.4394,0.47,0.2836,3,23,26,Morning
11038,2012-04-10,Summer,1,Apr,1,0,Tue,1,Clear/Partly Cloudy,0.42,0.4242,0.5,0.2239,0,9,9,Morning
11039,2012-04-10,Summer,1,Apr,2,0,Tue,1,Clear/Partly Cloudy,0.36,0.3485,0.71,0.1343,0,2,2,Morning
11040,2012-04-10,Summer,1,Apr,3,0,Tue,1,Clear/Partly Cloudy,0.36,0.3485,0.71,0.1343,0,2,2,Morning
11041,2012-04-10,Summer,1,Apr,4,0,Tue,1,Clear/Partly Cloudy,0.34,0.3333,0.71,0.1343,0,2,2,Morning
11042,2012-04-10,Summer,1,Apr,5,0,Tue,1,Clear/Partly Cloudy,0.34,0.3333,0.71,0.1343,0,24,24,Morning
11043,2012-04-10,Summer,1,Apr,6,0,Tue,1,Clear/Partly Cloudy,0.34,0.3485,0.71,0.1045,3,100,103,Morning
11044,2012-04-10,Summer,1,Apr,7,0,Tue,1,Clear/Partly Cloudy,0.34,0.3485,0.71,0.1045,16,368,384,Morning
11045,2012-04-10,Summer,1,Apr,8,0,Tue,1,Clear/Partly Cloudy,0.38,0.3939,0.62,0.1343,22,670,692,Afternoon
11046,2012-04-10,Summer,1,Apr,9,0,Tue,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.194,16,303,319,Afternoon
11047,2012-04-10,Summer,1,Apr,10,0,Tue,1,Clear/Partly Cloudy,0.46,0.4545,0.47,0.1642,49,132,181,Afternoon
11048,2012-04-10,Summer,1,Apr,11,0,Tue,1,Clear/Partly Cloudy,0.5,0.4848,0.36,0.0,78,161,239,Afternoon
11049,2012-04-10,Summer,1,Apr,12,0,Tue,1,Clear/Partly Cloudy,0.54,0.5152,0.22,0.2836,75,184,259,Afternoon
11050,2012-04-10,Summer,1,Apr,13,0,Tue,1,Clear/Partly Cloudy,0.52,0.5,0.23,0.1642,81,202,283,Afternoon
11051,2012-04-10,Summer,1,Apr,14,0,Tue,1,Clear/Partly Cloudy,0.54,0.5152,0.24,0.194,75,149,224,Afternoon
11052,2012-04-10,Summer,1,Apr,15,0,Tue,1,Clear/Partly Cloudy,0.56,0.5303,0.21,0.2985,46,157,203,Afternoon
11053,2012-04-10,Summer,1,Apr,16,0,Tue,1,Clear/Partly Cloudy,0.58,0.5455,0.21,0.2537,66,296,362,Night
11054,2012-04-10,Summer,1,Apr,17,0,Tue,1,Clear/Partly Cloudy,0.56,0.5303,0.21,0.5224,88,656,744,Night
11055,2012-04-10,Summer,1,Apr,18,0,Tue,1,Clear/Partly Cloudy,0.54,0.5152,0.22,0.4179,78,626,704,Night
11056,2012-04-10,Summer,1,Apr,19,0,Tue,1,Clear/Partly Cloudy,0.52,0.5,0.2,0.3582,51,428,479,Night
11057,2012-04-10,Summer,1,Apr,20,0,Tue,1,Clear/Partly Cloudy,0.46,0.4545,0.28,0.3881,34,248,282,Night
11058,2012-04-10,Summer,1,Apr,21,0,Tue,1,Clear/Partly Cloudy,0.44,0.4394,0.3,0.4478,15,191,206,Night
11059,2012-04-10,Summer,1,Apr,22,0,Tue,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.4925,9,118,127,Night
11060,2012-04-10,Summer,1,Apr,23,0,Tue,1,Clear/Partly Cloudy,0.36,0.3333,0.4,0.4179,14,48,62,Night
11061,2012-04-11,Summer,1,Apr,0,0,Wed,1,Clear/Partly Cloudy,0.34,0.303,0.36,0.4179,8,22,30,Morning
11062,2012-04-11,Summer,1,Apr,1,0,Wed,1,Clear/Partly Cloudy,0.34,0.3182,0.39,0.2836,3,9,12,Morning
11063,2012-04-11,Summer,1,Apr,2,0,Wed,1,Clear/Partly Cloudy,0.32,0.303,0.45,0.2836,0,2,2,Morning
11064,2012-04-11,Summer,1,Apr,3,0,Wed,1,Clear/Partly Cloudy,0.3,0.2879,0.49,0.2239,0,2,2,Morning
11065,2012-04-11,Summer,1,Apr,5,0,Wed,1,Clear/Partly Cloudy,0.28,0.2727,0.56,0.194,1,26,27,Morning
11066,2012-04-11,Summer,1,Apr,6,0,Wed,1,Clear/Partly Cloudy,0.28,0.2879,0.56,0.1045,3,103,106,Morning
11067,2012-04-11,Summer,1,Apr,7,0,Wed,1,Clear/Partly Cloudy,0.28,0.2879,0.52,0.1343,18,303,321,Morning
11068,2012-04-11,Summer,1,Apr,8,0,Wed,1,Clear/Partly Cloudy,0.3,0.2879,0.49,0.2239,14,581,595,Afternoon
11069,2012-04-11,Summer,1,Apr,9,0,Wed,1,Misty/Cloudy,0.32,0.303,0.49,0.2985,20,282,302,Afternoon
11070,2012-04-11,Summer,1,Apr,10,0,Wed,1,Misty/Cloudy,0.34,0.303,0.49,0.3284,26,127,153,Afternoon
11071,2012-04-11,Summer,1,Apr,11,0,Wed,1,Misty/Cloudy,0.38,0.3939,0.43,0.3284,38,142,180,Afternoon
11072,2012-04-11,Summer,1,Apr,12,0,Wed,1,Misty/Cloudy,0.36,0.3333,0.46,0.3881,35,147,182,Afternoon
11073,2012-04-11,Summer,1,Apr,13,0,Wed,1,Misty/Cloudy,0.4,0.4091,0.4,0.3582,16,147,163,Afternoon
11074,2012-04-11,Summer,1,Apr,14,0,Wed,1,Clear/Partly Cloudy,0.36,0.3485,0.57,0.194,34,101,135,Afternoon
11075,2012-04-11,Summer,1,Apr,15,0,Wed,1,Light Snow/Rain,0.38,0.3939,0.46,0.2239,50,152,202,Afternoon
11076,2012-04-11,Summer,1,Apr,16,0,Wed,1,Clear/Partly Cloudy,0.44,0.4394,0.33,0.2985,51,256,307,Night
11077,2012-04-11,Summer,1,Apr,17,0,Wed,1,Clear/Partly Cloudy,0.42,0.4242,0.35,0.3881,52,527,579,Night
11078,2012-04-11,Summer,1,Apr,18,0,Wed,1,Light Snow/Rain,0.4,0.4091,0.43,0.4179,39,546,585,Night
11079,2012-04-11,Summer,1,Apr,19,0,Wed,1,Clear/Partly Cloudy,0.4,0.4091,0.4,0.3582,28,356,384,Night
11080,2012-04-11,Summer,1,Apr,20,0,Wed,1,Clear/Partly Cloudy,0.36,0.3333,0.46,0.3284,22,213,235,Night
11081,2012-04-11,Summer,1,Apr,21,0,Wed,1,Clear/Partly Cloudy,0.34,0.303,0.57,0.3881,11,154,165,Night
11082,2012-04-11,Summer,1,Apr,22,0,Wed,1,Clear/Partly Cloudy,0.34,0.303,0.57,0.3284,4,130,134,Night
11083,2012-04-11,Summer,1,Apr,23,0,Wed,1,Clear/Partly Cloudy,0.34,0.303,0.57,0.2985,9,52,61,Night
11084,2012-04-12,Summer,1,Apr,0,0,Thu,1,Clear/Partly Cloudy,0.32,0.303,0.66,0.2836,1,22,23,Morning
11085,2012-04-12,Summer,1,Apr,1,0,Thu,1,Clear/Partly Cloudy,0.32,0.303,0.66,0.2239,2,7,9,Morning
11086,2012-04-12,Summer,1,Apr,2,0,Thu,1,Clear/Partly Cloudy,0.32,0.303,0.61,0.2836,0,4,4,Morning
11087,2012-04-12,Summer,1,Apr,3,0,Thu,1,Clear/Partly Cloudy,0.32,0.303,0.61,0.2537,2,3,5,Morning
11088,2012-04-12,Summer,1,Apr,4,0,Thu,1,Clear/Partly Cloudy,0.3,0.2879,0.61,0.2239,0,1,1,Morning
11089,2012-04-12,Summer,1,Apr,5,0,Thu,1,Clear/Partly Cloudy,0.3,0.2879,0.61,0.2239,0,21,21,Morning
11090,2012-04-12,Summer,1,Apr,6,0,Thu,1,Clear/Partly Cloudy,0.3,0.2879,0.65,0.2537,2,94,96,Morning
11091,2012-04-12,Summer,1,Apr,7,0,Thu,1,Clear/Partly Cloudy,0.3,0.2727,0.65,0.3284,12,294,306,Morning
11092,2012-04-12,Summer,1,Apr,8,0,Thu,1,Clear/Partly Cloudy,0.32,0.303,0.66,0.3284,20,604,624,Afternoon
11093,2012-04-12,Summer,1,Apr,9,0,Thu,1,Clear/Partly Cloudy,0.36,0.3333,0.57,0.3582,16,271,287,Afternoon
11094,2012-04-12,Summer,1,Apr,10,0,Thu,1,Clear/Partly Cloudy,0.4,0.4091,0.5,0.2985,38,103,141,Afternoon
11095,2012-04-12,Summer,1,Apr,11,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.47,0.2985,50,174,224,Afternoon
11096,2012-04-12,Summer,1,Apr,12,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.4478,60,199,259,Afternoon
11097,2012-04-12,Summer,1,Apr,13,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.36,0.4478,55,148,203,Afternoon
11098,2012-04-12,Summer,1,Apr,14,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.3284,74,150,224,Afternoon
11099,2012-04-12,Summer,1,Apr,15,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.31,0.2537,42,169,211,Afternoon
11100,2012-04-12,Summer,1,Apr,16,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.31,0.2836,54,299,353,Night
11101,2012-04-12,Summer,1,Apr,17,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.27,0.3881,60,596,656,Night
11102,2012-04-12,Summer,1,Apr,18,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.27,0.3881,63,547,610,Night
11103,2012-04-12,Summer,1,Apr,19,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.31,0.2985,50,383,433,Night
